Item_ID,Brand_ID,Category,Material,Item_Price_USD,Expected_Wear_Frequency_per_month,usage_label
ITEM-001051,BRAND-2026,Sweater,Bamboo Fabric,337.46,1,Low
ITEM-001052,BRAND-4983,T-shirt,Hemp,34.24,4,Medium
ITEM-001053,BRAND-2694,Sweater,Vegan Leather,55.96,4,Medium
ITEM-001054,BRAND-0215,Dress,Recycled Polyester,625.44,1,Low
ITEM-001055,BRAND-4613,Sweater,Hemp,77.06,2,Low
ITEM-001056,BRAND-2378,Shorts,Recycled Polyester,100.35,2,Low
ITEM-001057,BRAND-0816,Sweater,Hemp,127.62,6,Medium
ITEM-001058,BRAND-3330,Blouse,Organic Cotton,268.89,1,Low
ITEM-001059,BRAND-2736,Shorts,Bamboo Fabric,100.06,4,Medium
ITEM-001060,BRAND-3659,Jacket,Bamboo Fabric,936.12,4,Medium
ITEM-001061,BRAND-0498,Skirt,Hemp,274.37,1,Low
ITEM-001062,BRAND-1238,Sweater,Bamboo Fabric,371.5,4,Medium
ITEM-001063,BRAND-0248,Activewear,Hemp,33.95,7,Medium
ITEM-001064,BRAND-3257,T-shirt,Vegan Leather,72.89,8,Medium
ITEM-001065,BRAND-4019,Coat,Tencel,125.86,2,Low
ITEM-001066,BRAND-0581,Jacket,Organic Cotton,605.91,3,Low
ITEM-001067,BRAND-1424,T-shirt,Organic Cotton,70.9,4,Medium
ITEM-001068,BRAND-2703,T-shirt,Organic Cotton,24.89,8,Medium
ITEM-001069,BRAND-0046,Jeans,Tencel,110.24,12,High
ITEM-001070,BRAND-2516,Dress,Bamboo Fabric,36.09,3,Low
ITEM-001071,BRAND-0652,Sweater,Recycled Polyester,83.03,5,Medium
ITEM-001072,BRAND-1296,Dress,Hemp,271.13,1,Low
ITEM-001073,BRAND-0786,Blouse,Vegan Leather,26.04,3,Low
ITEM-001074,BRAND-1006,T-shirt,Hemp,178.54,8,Medium
ITEM-001075,BRAND-3556,Jacket,Recycled Polyester,277.46,1,Low
ITEM-001076,BRAND-1909,Dress,Recycled Polyester,199.53,2,Low
ITEM-001077,BRAND-2356,T-shirt,Recycled Polyester,43.88,8,Medium
ITEM-001078,BRAND-3470,T-shirt,Vegan Leather,146.14,11,High
ITEM-001079,BRAND-4983,Coat,Vegan Leather,295.76,2,Low
ITEM-001080,BRAND-3237,Blouse,Tencel,248.69,1,Low
ITEM-001081,BRAND-2830,Jeans,Vegan Leather,180.66,6,Medium
ITEM-001082,BRAND-1781,T-shirt,Hemp,47.27,14,High
ITEM-001083,BRAND-3808,T-shirt,Organic Cotton,121.82,8,Medium
ITEM-001084,BRAND-0255,Sweater,Tencel,97.63,4,Medium
ITEM-001085,BRAND-4628,Jacket,Vegan Leather,658.4,1,Low
ITEM-001086,BRAND-2249,Jacket,Vegan Leather,194.16,2,Low
ITEM-001087,BRAND-2076,T-shirt,Hemp,50.6,13,High
ITEM-001088,BRAND-3948,T-shirt,Hemp,70.92,14,High
ITEM-001089,BRAND-4586,Blouse,Bamboo Fabric,142.22,1,Low
ITEM-001090,BRAND-3385,Blouse,Tencel,132.09,3,Low
ITEM-001091,BRAND-4893,Sweater,Hemp,67.82,3,Low
ITEM-001092,BRAND-0599,Jacket,Tencel,1021.29,3,Low
ITEM-001093,BRAND-3294,Blouse,Vegan Leather,44.15,1,Low
ITEM-001094,BRAND-0056,Activewear,Tencel,67.84,11,High
ITEM-001095,BRAND-4384,Jeans,Bamboo Fabric,306.43,8,Medium
ITEM-001096,BRAND-1089,Sweater,Bamboo Fabric,294.9,3,Low
ITEM-001097,BRAND-2611,T-shirt,Hemp,30.34,7,Medium
ITEM-001098,BRAND-2908,Jacket,Bamboo Fabric,437.92,3,Low
ITEM-001099,BRAND-2995,Dress,Tencel,126.66,3,Low
ITEM-001100,BRAND-2101,Shorts,Tencel,57.14,5,Medium
ITEM-001101,BRAND-0884,Activewear,Bamboo Fabric,145.01,3,Low
ITEM-001102,BRAND-0861,Jeans,Bamboo Fabric,224.36,7,Medium
ITEM-001103,BRAND-0899,Skirt,Recycled Polyester,327.82,2,Low
ITEM-001104,BRAND-2645,Shorts,Hemp,41.88,5,Medium
ITEM-001105,BRAND-4984,Jeans,Hemp,198.86,8,Medium
ITEM-001106,BRAND-2379,T-shirt,Recycled Polyester,49.61,12,High
ITEM-001107,BRAND-1956,Sweater,Recycled Polyester,393.88,5,Medium
ITEM-001108,BRAND-1075,Jacket,Organic Cotton,87.67,3,Low
ITEM-001109,BRAND-1462,Shorts,Organic Cotton,43.97,1,Low
ITEM-001110,BRAND-3771,Sweater,Organic Cotton,284.26,2,Low
ITEM-001111,BRAND-4661,Activewear,Tencel,156.15,12,High
ITEM-001112,BRAND-0055,Sweater,Bamboo Fabric,291.48,4,Medium
ITEM-001113,BRAND-0621,Jacket,Tencel,862.88,6,Medium
ITEM-001114,BRAND-3732,Dress,Recycled Polyester,192.04,6,Medium
ITEM-001115,BRAND-2958,Sweater,Recycled Polyester,125.95,3,Low
ITEM-001116,BRAND-3891,Dress,Tencel,366.22,5,Medium
ITEM-001117,BRAND-3148,Jeans,Bamboo Fabric,567.55,9,High
ITEM-001118,BRAND-3373,Coat,Organic Cotton,575.82,1,Low
ITEM-001119,BRAND-2507,Coat,Organic Cotton,500.98,1,Low
ITEM-001120,BRAND-1614,Sweater,Organic Cotton,484.87,2,Low
ITEM-001121,BRAND-1823,Dress,Bamboo Fabric,498.51,1,Low
ITEM-001122,BRAND-2288,Shorts,Vegan Leather,149.36,2,Low
ITEM-001123,BRAND-3208,Jeans,Vegan Leather,529.94,8,Medium
ITEM-001124,BRAND-2083,T-shirt,Tencel,127.3,7,Medium
ITEM-001125,BRAND-2241,Sweater,Bamboo Fabric,424.12,2,Low
ITEM-001126,BRAND-2031,Coat,Recycled Polyester,100.37,1,Low
ITEM-001127,BRAND-1551,T-shirt,Vegan Leather,105.74,8,Medium
ITEM-001128,BRAND-4184,Skirt,Recycled Polyester,310.87,5,Medium
ITEM-001129,BRAND-1186,Jeans,Bamboo Fabric,46.86,6,Medium
ITEM-001130,BRAND-3998,Jacket,Organic Cotton,282.01,2,Low
ITEM-001131,BRAND-0769,T-shirt,Hemp,10.0,6,Medium
ITEM-001132,BRAND-4781,T-shirt,Organic Cotton,83.47,8,Medium
ITEM-001133,BRAND-3672,Sweater,Organic Cotton,203.26,3,Low
ITEM-001134,BRAND-1522,Shorts,Recycled Polyester,81.83,3,Low
ITEM-001135,BRAND-3547,Activewear,Vegan Leather,64.88,3,Low
ITEM-001136,BRAND-4427,T-shirt,Hemp,64.86,6,Medium
ITEM-001137,BRAND-4516,Dress,Vegan Leather,218.42,1,Low
ITEM-001138,BRAND-2504,Shorts,Organic Cotton,40.34,6,Medium
ITEM-001139,BRAND-1306,Skirt,Hemp,68.73,2,Low
ITEM-001140,BRAND-3421,Jacket,Bamboo Fabric,346.14,1,Low
ITEM-001141,BRAND-3110,Sweater,Organic Cotton,63.7,2,Low
ITEM-001142,BRAND-3108,Sweater,Recycled Polyester,538.01,5,Medium
ITEM-001143,BRAND-4913,Shorts,Bamboo Fabric,182.35,2,Low
ITEM-001144,BRAND-3166,Coat,Organic Cotton,208.88,1,Low
ITEM-001145,BRAND-0294,Jacket,Hemp,819.11,4,Medium
ITEM-001146,BRAND-2641,Jacket,Vegan Leather,206.54,5,Medium
ITEM-001147,BRAND-1910,Sweater,Bamboo Fabric,109.76,3,Low
ITEM-001148,BRAND-4332,Jacket,Bamboo Fabric,239.67,1,Low
ITEM-001149,BRAND-1833,Sweater,Bamboo Fabric,301.96,4,Medium
ITEM-001150,BRAND-2393,Jeans,Organic Cotton,142.71,7,Medium
ITEM-001151,BRAND-1101,T-shirt,Bamboo Fabric,36.82,6,Medium
ITEM-001152,BRAND-3627,Sweater,Bamboo Fabric,347.69,1,Low
ITEM-001153,BRAND-0465,T-shirt,Tencel,22.1,9,High
ITEM-001154,BRAND-1342,Skirt,Organic Cotton,15.2,2,Low
ITEM-001155,BRAND-0035,Blouse,Recycled Polyester,388.63,1,Low
ITEM-001156,BRAND-2562,T-shirt,Vegan Leather,96.82,11,High
ITEM-001157,BRAND-0455,Blouse,Hemp,32.5,1,Low
ITEM-001158,BRAND-3861,Shorts,Hemp,50.17,3,Low
ITEM-001159,BRAND-2410,Skirt,Vegan Leather,63.7,2,Low
ITEM-001160,BRAND-2223,Jeans,Recycled Polyester,274.81,5,Medium
ITEM-001161,BRAND-2101,Sweater,Recycled Polyester,100.48,4,Medium
ITEM-001162,BRAND-0203,Jacket,Bamboo Fabric,669.48,2,Low
ITEM-001163,BRAND-1860,Jeans,Vegan Leather,424.76,3,Low
ITEM-001164,BRAND-3473,Blouse,Tencel,19.42,1,Low
ITEM-001165,BRAND-0627,Shorts,Vegan Leather,210.93,1,Low
ITEM-001166,BRAND-4440,Dress,Vegan Leather,15.4,1,Low
ITEM-001167,BRAND-1400,Coat,Organic Cotton,295.72,1,Low
ITEM-001168,BRAND-2595,Dress,Organic Cotton,639.63,2,Low
ITEM-001169,BRAND-2930,Dress,Recycled Polyester,77.86,1,Low
ITEM-001170,BRAND-3304,Coat,Organic Cotton,960.82,1,Low
ITEM-001171,BRAND-1255,T-shirt,Recycled Polyester,93.04,8,Medium
ITEM-001172,BRAND-2729,T-shirt,Vegan Leather,31.88,7,Medium
ITEM-001173,BRAND-3107,T-shirt,Recycled Polyester,88.23,13,High
ITEM-001174,BRAND-1781,Jacket,Vegan Leather,264.68,2,Low
ITEM-001175,BRAND-3589,Sweater,Vegan Leather,410.66,6,Medium
ITEM-001176,BRAND-3889,Jeans,Tencel,119.68,9,High
ITEM-001177,BRAND-3478,Coat,Bamboo Fabric,417.11,1,Low
ITEM-001178,BRAND-4871,Jeans,Vegan Leather,130.12,8,Medium
ITEM-001179,BRAND-3856,Coat,Tencel,474.33,1,Low
ITEM-001180,BRAND-1757,Jeans,Hemp,109.84,4,Medium
ITEM-001181,BRAND-1128,Activewear,Hemp,150.67,12,High
ITEM-001182,BRAND-3784,Skirt,Vegan Leather,65.34,1,Low
ITEM-001183,BRAND-3105,T-shirt,Vegan Leather,77.87,11,High
ITEM-001184,BRAND-0371,Jeans,Organic Cotton,75.53,10,High
ITEM-001185,BRAND-4901,Blouse,Tencel,143.31,1,Low
ITEM-001186,BRAND-1548,Sweater,Recycled Polyester,148.43,1,Low
ITEM-001187,BRAND-3047,Coat,Vegan Leather,388.04,2,Low
ITEM-001188,BRAND-4209,Shorts,Organic Cotton,15.22,2,Low
ITEM-001189,BRAND-3050,Jeans,Organic Cotton,265.42,6,Medium
ITEM-001190,BRAND-0525,Dress,Hemp,401.3,2,Low
ITEM-001191,BRAND-2820,Activewear,Bamboo Fabric,19.4,7,Medium
ITEM-001192,BRAND-0044,Shorts,Recycled Polyester,27.04,3,Low
ITEM-001193,BRAND-1530,T-shirt,Tencel,111.22,6,Medium
ITEM-001194,BRAND-2785,Blouse,Organic Cotton,154.45,2,Low
ITEM-001195,BRAND-2809,Skirt,Tencel,97.29,2,Low
ITEM-001196,BRAND-0275,Sweater,Recycled Polyester,340.82,4,Medium
ITEM-001197,BRAND-3909,T-shirt,Organic Cotton,10.0,7,Medium
ITEM-001198,BRAND-0257,Activewear,Recycled Polyester,64.81,4,Medium
ITEM-001199,BRAND-4532,Jacket,Bamboo Fabric,151.42,1,Low
ITEM-001200,BRAND-0352,Shorts,Bamboo Fabric,100.0,4,Medium
ITEM-001201,BRAND-0987,T-shirt,Vegan Leather,122.97,10,High
ITEM-001202,BRAND-2193,Skirt,Hemp,196.7,1,Low
ITEM-001203,BRAND-1544,Sweater,Vegan Leather,182.7,3,Low
ITEM-001204,BRAND-4721,Blouse,Hemp,90.2,3,Low
ITEM-001205,BRAND-4423,Jacket,Vegan Leather,564.57,1,Low
ITEM-001206,BRAND-4293,Activewear,Organic Cotton,71.38,11,High
ITEM-001207,BRAND-2595,Skirt,Bamboo Fabric,320.43,2,Low
ITEM-001208,BRAND-3972,Jacket,Recycled Polyester,421.87,2,Low
ITEM-001209,BRAND-0681,Activewear,Hemp,121.41,7,Medium
ITEM-001210,BRAND-1720,Skirt,Vegan Leather,209.31,4,Medium
ITEM-001211,BRAND-0157,Shorts,Organic Cotton,118.07,5,Medium
ITEM-001212,BRAND-4529,Coat,Hemp,66.68,1,Low
ITEM-001213,BRAND-4687,Jacket,Bamboo Fabric,218.47,5,Medium
ITEM-001214,BRAND-1430,T-shirt,Bamboo Fabric,45.98,12,High
ITEM-001215,BRAND-0261,Sweater,Recycled Polyester,318.35,1,Low
ITEM-001216,BRAND-0740,Sweater,Hemp,279.6,3,Low
ITEM-001217,BRAND-3227,Activewear,Tencel,122.09,11,High
ITEM-001218,BRAND-0189,Activewear,Vegan Leather,39.63,3,Low
ITEM-001219,BRAND-3179,Dress,Bamboo Fabric,457.91,1,Low
ITEM-001220,BRAND-3162,Sweater,Organic Cotton,22.64,4,Medium
ITEM-001221,BRAND-4217,Jacket,Bamboo Fabric,685.84,3,Low
ITEM-001222,BRAND-2948,Blouse,Tencel,148.04,4,Medium
ITEM-001223,BRAND-4618,Jacket,Vegan Leather,421.72,1,Low
ITEM-001224,BRAND-1235,Activewear,Hemp,133.22,12,High
ITEM-001225,BRAND-1454,Dress,Tencel,323.73,2,Low
ITEM-001226,BRAND-0901,Dress,Bamboo Fabric,177.6,1,Low
ITEM-001227,BRAND-4960,Skirt,Tencel,398.96,1,Low
ITEM-001228,BRAND-1181,T-shirt,Hemp,57.13,6,Medium
ITEM-001229,BRAND-4654,Jeans,Recycled Polyester,99.0,6,Medium
ITEM-001230,BRAND-0812,Sweater,Vegan Leather,392.16,6,Medium
ITEM-001231,BRAND-1317,Sweater,Hemp,328.51,3,Low
ITEM-001232,BRAND-1496,T-shirt,Tencel,70.16,11,High
ITEM-001233,BRAND-0958,Blouse,Tencel,67.32,2,Low
ITEM-001234,BRAND-3941,Jacket,Recycled Polyester,771.57,1,Low
ITEM-001235,BRAND-3893,Dress,Bamboo Fabric,395.7,1,Low
ITEM-001236,BRAND-0126,Sweater,Vegan Leather,323.43,1,Low
ITEM-001237,BRAND-1968,Dress,Organic Cotton,287.21,2,Low
ITEM-001238,BRAND-3106,Jeans,Tencel,29.49,9,High
ITEM-001239,BRAND-4937,Blouse,Organic Cotton,24.68,3,Low
ITEM-001240,BRAND-1320,T-shirt,Recycled Polyester,45.29,6,Medium
ITEM-001241,BRAND-3199,Dress,Hemp,91.88,1,Low
ITEM-001242,BRAND-3865,T-shirt,Vegan Leather,40.94,13,High
ITEM-001243,BRAND-2522,Sweater,Vegan Leather,181.21,1,Low
ITEM-001244,BRAND-4135,Jeans,Vegan Leather,86.24,6,Medium
ITEM-001245,BRAND-4286,Jacket,Bamboo Fabric,762.9,2,Low
ITEM-001246,BRAND-3950,T-shirt,Recycled Polyester,122.08,5,Medium
ITEM-001247,BRAND-1040,Jeans,Bamboo Fabric,80.11,10,High
ITEM-001248,BRAND-3516,Dress,Vegan Leather,123.23,1,Low
ITEM-001249,BRAND-3465,Skirt,Bamboo Fabric,114.18,3,Low
ITEM-001250,BRAND-1799,Jacket,Bamboo Fabric,105.18,1,Low
ITEM-001251,BRAND-1689,Jeans,Vegan Leather,234.4,5,Medium
ITEM-001252,BRAND-4537,Jacket,Tencel,491.28,3,Low
ITEM-001253,BRAND-0136,Jeans,Hemp,120.94,5,Medium
ITEM-001254,BRAND-0774,Sweater,Vegan Leather,284.98,3,Low
ITEM-001255,BRAND-4861,Activewear,Vegan Leather,67.48,5,Medium
ITEM-001256,BRAND-0874,T-shirt,Hemp,10.0,8,Medium
ITEM-001257,BRAND-1904,Shorts,Tencel,122.51,5,Medium
ITEM-001258,BRAND-0068,Blouse,Vegan Leather,113.73,1,Low
ITEM-001259,BRAND-3494,Shorts,Bamboo Fabric,52.72,7,Medium
ITEM-001260,BRAND-0061,Jeans,Recycled Polyester,174.22,3,Low
ITEM-001261,BRAND-3069,Activewear,Vegan Leather,163.24,6,Medium
ITEM-001262,BRAND-3578,Jeans,Recycled Polyester,55.01,7,Medium
ITEM-001263,BRAND-3020,Jacket,Hemp,777.95,2,Low
ITEM-001264,BRAND-0432,Blouse,Recycled Polyester,59.31,3,Low
ITEM-001265,BRAND-1002,Sweater,Hemp,354.4,1,Low
ITEM-001266,BRAND-3987,Jacket,Hemp,73.97,1,Low
ITEM-001267,BRAND-1475,Jeans,Tencel,182.48,4,Medium
ITEM-001268,BRAND-2142,Dress,Recycled Polyester,494.1,2,Low
ITEM-001269,BRAND-2058,Dress,Tencel,442.95,1,Low
ITEM-001270,BRAND-2064,Shorts,Bamboo Fabric,69.03,3,Low
ITEM-001271,BRAND-0216,Skirt,Tencel,166.74,1,Low
ITEM-001272,BRAND-3553,Jeans,Organic Cotton,93.28,8,Medium
ITEM-001273,BRAND-2381,Jacket,Organic Cotton,652.28,2,Low
ITEM-001274,BRAND-2580,Jacket,Organic Cotton,521.64,1,Low
ITEM-001275,BRAND-1130,T-shirt,Recycled Polyester,63.61,7,Medium
ITEM-001276,BRAND-0374,Jacket,Bamboo Fabric,120.38,1,Low
ITEM-001277,BRAND-1322,Blouse,Tencel,159.96,4,Medium
ITEM-001278,BRAND-1751,Sweater,Organic Cotton,56.96,8,Medium
ITEM-001279,BRAND-3658,Blouse,Bamboo Fabric,137.19,1,Low
ITEM-001280,BRAND-3567,Skirt,Hemp,301.9,3,Low
ITEM-001281,BRAND-2026,T-shirt,Vegan Leather,79.18,8,Medium
ITEM-001282,BRAND-2325,Activewear,Bamboo Fabric,190.17,12,High
ITEM-001283,BRAND-4681,Sweater,Tencel,527.96,2,Low
ITEM-001284,BRAND-2936,Activewear,Organic Cotton,172.18,3,Low
ITEM-001285,BRAND-1303,Blouse,Vegan Leather,203.93,1,Low
ITEM-001286,BRAND-1859,T-shirt,Bamboo Fabric,10.0,12,High
ITEM-001287,BRAND-1229,Jacket,Vegan Leather,193.23,2,Low
ITEM-001288,BRAND-1063,Jeans,Organic Cotton,103.83,6,Medium
ITEM-001289,BRAND-1673,Activewear,Tencel,111.71,5,Medium
ITEM-001290,BRAND-0489,Jeans,Recycled Polyester,44.75,8,Medium
ITEM-001291,BRAND-0746,Coat,Bamboo Fabric,466.54,1,Low
ITEM-001292,BRAND-3837,Jeans,Recycled Polyester,85.47,12,High
ITEM-001293,BRAND-3142,Jeans,Organic Cotton,295.73,7,Medium
ITEM-001294,BRAND-2815,Coat,Bamboo Fabric,786.21,1,Low
ITEM-001295,BRAND-4182,T-shirt,Bamboo Fabric,69.21,13,High
ITEM-001296,BRAND-4918,Jeans,Tencel,286.13,11,High
ITEM-001297,BRAND-3827,Sweater,Recycled Polyester,80.18,6,Medium
ITEM-001298,BRAND-2916,Skirt,Recycled Polyester,39.61,1,Low
ITEM-001299,BRAND-0094,Shorts,Vegan Leather,43.95,5,Medium
ITEM-001300,BRAND-4906,T-shirt,Vegan Leather,35.35,8,Medium
ITEM-001301,BRAND-1664,T-shirt,Hemp,84.99,13,High
ITEM-001302,BRAND-3285,Jacket,Recycled Polyester,179.7,1,Low
ITEM-001303,BRAND-2632,Sweater,Tencel,161.28,1,Low
ITEM-001304,BRAND-1640,Jacket,Tencel,904.59,1,Low
ITEM-001305,BRAND-1111,T-shirt,Tencel,82.3,5,Medium
ITEM-001306,BRAND-4968,Activewear,Tencel,260.18,9,High
ITEM-001307,BRAND-0130,T-shirt,Bamboo Fabric,96.89,9,High
ITEM-001308,BRAND-0719,Activewear,Bamboo Fabric,86.92,12,High
ITEM-001309,BRAND-2708,Dress,Hemp,406.39,3,Low
ITEM-001310,BRAND-1506,Coat,Bamboo Fabric,811.19,1,Low
ITEM-001311,BRAND-1426,Jacket,Recycled Polyester,843.58,2,Low
ITEM-001312,BRAND-3889,Jacket,Hemp,223.98,2,Low
ITEM-001313,BRAND-0514,Shorts,Hemp,90.02,3,Low
ITEM-001314,BRAND-2883,Shorts,Vegan Leather,11.98,4,Medium
ITEM-001315,BRAND-3497,Jeans,Vegan Leather,363.15,8,Medium
ITEM-001316,BRAND-1224,Activewear,Organic Cotton,104.94,5,Medium
ITEM-001317,BRAND-4418,Blouse,Recycled Polyester,34.07,3,Low
ITEM-001318,BRAND-2404,Activewear,Organic Cotton,215.43,10,High
ITEM-001319,BRAND-2072,Blouse,Hemp,159.91,1,Low
ITEM-001320,BRAND-3202,T-shirt,Hemp,60.03,9,High
ITEM-001321,BRAND-1093,Sweater,Bamboo Fabric,157.16,5,Medium
ITEM-001322,BRAND-2896,Sweater,Tencel,213.76,3,Low
ITEM-001323,BRAND-4411,Sweater,Vegan Leather,165.92,2,Low
ITEM-001324,BRAND-1681,Blouse,Hemp,281.59,1,Low
ITEM-001325,BRAND-4091,T-shirt,Tencel,63.62,7,Medium
ITEM-001326,BRAND-3412,Skirt,Recycled Polyester,59.06,1,Low
ITEM-001327,BRAND-2687,Jeans,Vegan Leather,181.23,8,Medium
ITEM-001328,BRAND-0719,Jacket,Recycled Polyester,236.63,1,Low
ITEM-001329,BRAND-1867,Jeans,Tencel,367.46,4,Medium
ITEM-001330,BRAND-1471,Sweater,Organic Cotton,524.65,3,Low
ITEM-001331,BRAND-4334,Sweater,Organic Cotton,315.86,4,Medium
ITEM-001332,BRAND-0083,Sweater,Bamboo Fabric,338.67,4,Medium
ITEM-001333,BRAND-2392,Skirt,Bamboo Fabric,42.09,3,Low
ITEM-001334,BRAND-1164,T-shirt,Vegan Leather,10.0,4,Medium
ITEM-001335,BRAND-1944,Jeans,Recycled Polyester,280.44,9,High
ITEM-001336,BRAND-0881,Activewear,Recycled Polyester,149.45,5,Medium
ITEM-001337,BRAND-1545,Shorts,Hemp,146.62,3,Low
ITEM-001338,BRAND-3467,Jacket,Hemp,261.44,5,Medium
ITEM-001339,BRAND-0671,Shorts,Tencel,80.25,2,Low
ITEM-001340,BRAND-3232,Blouse,Vegan Leather,256.46,3,Low
ITEM-001341,BRAND-4619,Jeans,Bamboo Fabric,216.53,4,Medium
ITEM-001342,BRAND-3529,Shorts,Organic Cotton,145.51,6,Medium
ITEM-001343,BRAND-4118,Coat,Tencel,763.71,1,Low
ITEM-001344,BRAND-4281,Dress,Hemp,145.27,3,Low
ITEM-001345,BRAND-2045,Jacket,Recycled Polyester,216.12,1,Low
ITEM-001346,BRAND-2710,Jeans,Hemp,497.42,3,Low
ITEM-001347,BRAND-0734,Sweater,Organic Cotton,461.47,1,Low
ITEM-001348,BRAND-2851,Dress,Tencel,271.13,2,Low
ITEM-001349,BRAND-2182,Jeans,Tencel,198.14,4,Medium
ITEM-001350,BRAND-3533,Jacket,Tencel,703.9,3,Low
ITEM-001351,BRAND-1601,Dress,Hemp,96.6,3,Low
ITEM-001352,BRAND-4365,Activewear,Bamboo Fabric,85.45,5,Medium
ITEM-001353,BRAND-2100,Jeans,Organic Cotton,206.42,7,Medium
ITEM-001354,BRAND-4973,Sweater,Tencel,520.56,4,Medium
ITEM-001355,BRAND-0238,Sweater,Bamboo Fabric,399.47,3,Low
ITEM-001356,BRAND-4397,T-shirt,Recycled Polyester,74.2,7,Medium
ITEM-001357,BRAND-2883,Activewear,Organic Cotton,17.12,7,Medium
ITEM-001358,BRAND-0922,Jeans,Recycled Polyester,234.23,4,Medium
ITEM-001359,BRAND-3277,Blouse,Vegan Leather,62.07,1,Low
ITEM-001360,BRAND-0242,Coat,Hemp,162.51,1,Low
ITEM-001361,BRAND-3013,T-shirt,Vegan Leather,94.39,13,High
ITEM-001362,BRAND-2632,Shorts,Hemp,41.37,5,Medium
ITEM-001363,BRAND-1630,T-shirt,Recycled Polyester,91.15,7,Medium
ITEM-001364,BRAND-0629,Sweater,Bamboo Fabric,209.72,3,Low
ITEM-001365,BRAND-0676,Dress,Vegan Leather,157.33,3,Low
ITEM-001366,BRAND-4561,Sweater,Bamboo Fabric,236.56,1,Low
ITEM-001367,BRAND-2921,Sweater,Recycled Polyester,430.73,4,Medium
ITEM-001368,BRAND-0138,Blouse,Hemp,32.11,1,Low
ITEM-001369,BRAND-2420,T-shirt,Vegan Leather,17.44,8,Medium
ITEM-001370,BRAND-0194,T-shirt,Recycled Polyester,20.28,7,Medium
ITEM-001371,BRAND-3975,Coat,Recycled Polyester,419.64,3,Low
ITEM-001372,BRAND-2753,Sweater,Recycled Polyester,227.89,2,Low
ITEM-001373,BRAND-1877,Blouse,Recycled Polyester,33.41,1,Low
ITEM-001374,BRAND-0554,Jeans,Vegan Leather,241.55,6,Medium
ITEM-001375,BRAND-0686,Jeans,Tencel,190.94,8,Medium
ITEM-001376,BRAND-2628,Jacket,Vegan Leather,77.05,1,Low
ITEM-001377,BRAND-2367,Sweater,Tencel,236.62,4,Medium
ITEM-001378,BRAND-1059,Jacket,Hemp,289.74,1,Low
ITEM-001379,BRAND-0065,Dress,Bamboo Fabric,503.91,1,Low
ITEM-001380,BRAND-3960,Blouse,Hemp,134.03,1,Low
ITEM-001381,BRAND-0809,Sweater,Tencel,264.54,4,Medium
ITEM-001382,BRAND-0126,Sweater,Tencel,271.86,1,Low
ITEM-001383,BRAND-2598,Shorts,Vegan Leather,99.56,1,Low
ITEM-001384,BRAND-4578,Dress,Bamboo Fabric,47.7,2,Low
ITEM-001385,BRAND-0251,Blouse,Recycled Polyester,203.14,2,Low
ITEM-001386,BRAND-0465,Jeans,Organic Cotton,68.82,3,Low
ITEM-001387,BRAND-2296,Activewear,Bamboo Fabric,135.62,4,Medium
ITEM-001388,BRAND-2285,Jacket,Hemp,37.27,3,Low
ITEM-001389,BRAND-0277,Jacket,Organic Cotton,230.81,1,Low
ITEM-001390,BRAND-3108,Coat,Bamboo Fabric,1127.28,1,Low
ITEM-001391,BRAND-4063,Coat,Vegan Leather,278.12,1,Low
ITEM-001392,BRAND-3227,Jeans,Tencel,219.45,4,Medium
ITEM-001393,BRAND-0985,Activewear,Hemp,140.01,6,Medium
ITEM-001394,BRAND-1091,Blouse,Organic Cotton,109.43,5,Medium
ITEM-001395,BRAND-0422,T-shirt,Organic Cotton,65.8,11,High
ITEM-001396,BRAND-0306,T-shirt,Recycled Polyester,77.06,9,High
ITEM-001397,BRAND-1645,Dress,Hemp,342.42,3,Low
ITEM-001398,BRAND-4473,Shorts,Bamboo Fabric,11.58,4,Medium
ITEM-001399,BRAND-0107,T-shirt,Hemp,124.1,14,High
ITEM-001400,BRAND-2194,Activewear,Tencel,165.44,2,Low
ITEM-001401,BRAND-2190,Coat,Organic Cotton,774.7,1,Low
ITEM-001402,BRAND-1363,T-shirt,Tencel,62.04,6,Medium
ITEM-001403,BRAND-3962,Shorts,Vegan Leather,121.77,3,Low
ITEM-001404,BRAND-2811,T-shirt,Vegan Leather,76.5,8,Medium
ITEM-001405,BRAND-0694,Coat,Hemp,141.2,1,Low
ITEM-001406,BRAND-2378,Blouse,Hemp,98.82,1,Low
ITEM-001407,BRAND-0940,Dress,Tencel,197.53,2,Low
ITEM-001408,BRAND-0532,Dress,Organic Cotton,43.24,2,Low
ITEM-001409,BRAND-2323,Blouse,Hemp,152.76,4,Medium
ITEM-001410,BRAND-3305,T-shirt,Organic Cotton,46.11,6,Medium
ITEM-001411,BRAND-2053,Sweater,Hemp,194.78,5,Medium
ITEM-001412,BRAND-2878,Coat,Tencel,790.17,1,Low
ITEM-001413,BRAND-1018,T-shirt,Organic Cotton,64.76,8,Medium
ITEM-001414,BRAND-0216,Activewear,Vegan Leather,21.59,4,Medium
ITEM-001415,BRAND-3576,Jacket,Vegan Leather,479.71,1,Low
ITEM-001416,BRAND-1543,Jacket,Vegan Leather,457.34,2,Low
ITEM-001417,BRAND-4207,Activewear,Tencel,175.91,14,High
ITEM-001418,BRAND-0436,Jeans,Tencel,45.96,7,Medium
ITEM-001419,BRAND-4685,Coat,Tencel,357.76,1,Low
